,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
41,42,20,115.0,16905,No_alley_access,Gtl,Timber,5,6,1959,1959,0.0,TA,Gd,BLQ,967,Unf,0,383,1350,Y,1328,0,0,1328,0,1,1,1,2,1,TA,5,2,Gd,Attchd,1959.0,RFn,1,308,TA,P,0,104,0,0,0,0,No_pool,No_fence,0,7,2007,170000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
42,43,85,,9180,No_alley_access,Gtl,SawyerW,5,7,1983,1983,0.0,TA,Av,ALQ,747,LwQ,93,0,840,Y,884,0,0,884,1,0,1,0,2,1,Gd,5,0,No_fireplace,Attchd,1983.0,RFn,2,504,TA,Y,240,0,0,0,0,0,No_pool,MnPrv,0,12,2007,144000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
43,44,20,,9200,No_alley_access,Gtl,CollgCr,5,6,1975,1980,0.0,TA,Av,LwQ,280,BLQ,491,167,938,Y,938,0,0,938,1,0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1977.0,Unf,1,308,TA,Y,145,0,0,0,0,0,No_pool,MnPrv,0,7,2008,130250,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
44,45,20,70.0,7945,No_alley_access,Gtl,NAmes,5,6,1959,1959,0.0,TA,No,ALQ,179,BLQ,506,465,1150,Y,1150,0,0,1150,1,0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1959.0,RFn,1,300,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,5,2006,141000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Normal/Alloca
45,46,120,61.0,7658,No_alley_access,Gtl,NridgHt,9,5,2005,2005,412.0,Ex,No,GLQ,456,Unf,0,1296,1752,Y,1752,0,0,1752,1,0,2,0,2,1,Ex,6,1,Gd,Attchd,2005.0,RFn,2,576,TA,Y,196,82,0,0,0,0,No_pool,No_fence,0,2,2010,319900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
46,47,50,48.0,12822,No_alley_access,Gtl,Mitchel,7,5,2003,2003,0.0,Gd,No,GLQ,1351,Unf,0,83,1434,Y,1518,631,0,2149,1,0,1,1,1,1,Gd,6,1,Ex,Attchd,2003.0,RFn,2,670,TA,Y,168,43,0,0,198,0,No_pool,No_fence,0,8,2009,239686,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,
47,48,20,84.0,11096,No_alley_access,Gtl,Somerst,8,5,2006,2006,0.0,Gd,Av,GLQ,24,Unf,0,1632,1656,Y,1656,0,0,1656,0,0,2,0,3,1,Gd,7,0,No_fireplace,Attchd,2006.0,RFn,3,826,TA,Y,0,146,0,0,0,0,No_pool,No_fence,0,7,2007,249700,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
48,49,190,33.0,4456,No_alley_access,Gtl,OldTown,4,5,1920,2008,0.0,TA,No,Unf,0,Unf,0,736,736,Y,736,716,0,1452,0,0,2,0,2,3,TA,8,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,N,0,0,102,0,0,0,No_pool,No_fence,0,6,2009,113000,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,,New,Parital
49,50,20,66.0,7742,No_alley_access,Gtl,Sawyer,5,7,1966,1966,0.0,TA,No,BLQ,763,Unf,0,192,955,Y,955,0,0,955,1,0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1966.0,Unf,1,386,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,1,2007,127000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
50,51,60,,13869,No_alley_access,Gtl,Gilbert,6,6,1997,1997,0.0,TA,Av,GLQ,182,Unf,0,612,794,Y,794,676,0,1470,0,1,2,0,3,1,TA,6,0,No_fireplace,Attchd,1997.0,Fin,2,388,TA,Y,0,75,0,0,0,0,No_pool,No_fence,0,7,2007,177000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
51,52,50,52.0,6240,No_alley_access,Gtl,BrkSide,6,6,1934,1950,0.0,TA,No,Unf,0,Unf,0,816,816,Y,816,0,360,1176,0,0,1,0,3,1,TA,6,1,Gd,Detchd,1985.0,Unf,2,528,TA,Y,112,0,0,0,0,0,No_pool,MnPrv,400,9,2006,114500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
52,53,90,110.0,8472,No_alley_access,Mod,IDOTRR,5,5,1963,1963,0.0,Fa,Gd,LwQ,104,GLQ,712,0,816,N,816,0,0,816,1,0,1,0,2,1,TA,5,0,No_fireplace,CarPort,1963.0,Unf,2,516,TA,Y,106,0,0,0,0,0,No_pool,No_fence,0,5,2010,110000,Other,Irregular,Bnk,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
53,54,20,68.0,50271,No_alley_access,Gtl,Veenker,9,5,1981,1987,0.0,Gd,Gd,GLQ,1810,Unf,0,32,1842,Y,1842,0,0,1842,2,0,0,1,0,1,Gd,5,1,Gd,Attchd,1981.0,Fin,3,894,TA,Y,857,72,0,0,0,0,No_pool,No_fence,0,11,2006,385000,FV/ RL,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
54,55,80,60.0,7134,No_alley_access,Mod,NAmes,5,5,1955,1955,0.0,TA,No,ALQ,384,Unf,0,0,384,Y,1360,0,0,1360,0,0,1,0,3,1,TA,6,1,TA,Detchd,1962.0,Unf,2,572,TA,Y,0,50,0,0,0,0,No_pool,MnPrv,0,2,2007,130000,FV/ RL,Reg,Bnk,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
55,56,20,100.0,10175,No_alley_access,Gtl,NAmes,6,5,1964,1964,272.0,TA,No,BLQ,490,Unf,0,935,1425,Y,1425,0,0,1425,0,0,2,0,3,1,TA,7,1,Gd,Attchd,1964.0,RFn,2,576,TA,Y,0,0,0,407,0,0,No_pool,No_fence,0,7,2008,180500,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
56,57,160,24.0,2645,Pave,Gtl,Somerst,8,5,1999,2000,456.0,Gd,No,GLQ,649,Unf,0,321,970,Y,983,756,0,1739,1,0,2,1,3,1,Gd,7,0,No_fireplace,Attchd,1999.0,Fin,2,480,TA,Y,115,0,0,0,0,0,No_pool,No_fence,0,8,2009,172500,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,
57,58,60,89.0,11645,No_alley_access,Gtl,CollgCr,7,5,2004,2004,0.0,Gd,No,Unf,0,Unf,0,860,860,Y,860,860,0,1720,0,0,2,1,3,1,Gd,7,0,No_fireplace,Attchd,2004.0,RFn,2,565,TA,Y,0,70,0,0,0,0,No_pool,No_fence,0,8,2006,196500,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
58,59,60,66.0,13682,No_alley_access,Gtl,StoneBr,10,5,2006,2006,1031.0,Ex,Gd,Unf,0,Unf,0,1410,1410,Y,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,Y,192,0,37,0,0,0,No_pool,No_fence,0,10,2006,438780,FV/ RL,Irregular,Other,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
59,60,20,60.0,7200,No_alley_access,Gtl,CollgCr,5,7,1972,1972,0.0,TA,Av,ALQ,632,Unf,0,148,780,Y,780,0,0,780,0,0,1,0,2,1,TA,4,0,No_fireplace,Detchd,1973.0,Unf,1,352,TA,Y,196,0,0,0,0,0,No_pool,MnPrv,0,1,2008,124900,FV/ RL,Reg,Bnk,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
60,61,20,63.0,13072,No_alley_access,Gtl,SawyerW,6,5,2004,2004,0.0,TA,No,ALQ,941,Unf,0,217,1158,Y,1158,0,0,1158,1,0,1,1,3,1,Gd,5,0,No_fireplace,Detchd,2006.0,Unf,2,576,TA,Y,0,50,0,0,0,0,No_pool,No_fence,0,5,2006,158000,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
61,62,75,60.0,7200,No_alley_access,Gtl,IDOTRR,5,7,1920,1996,0.0,TA,No,Unf,0,Unf,0,530,530,N,581,530,0,1111,0,0,1,0,3,1,Fa,6,0,No_fireplace,Detchd,1935.0,Unf,1,288,TA,N,0,0,144,0,0,0,No_pool,No_fence,0,3,2007,101000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
62,63,120,44.0,6442,No_alley_access,Gtl,NridgHt,8,5,2006,2006,178.0,Gd,Mn,GLQ,24,Unf,0,1346,1370,Y,1370,0,0,1370,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2,484,TA,Y,120,49,0,0,0,0,No_pool,No_fence,0,10,2007,202500,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
63,64,70,50.0,10300,No_alley_access,Gtl,OldTown,7,6,1921,1950,0.0,TA,No,Unf,0,Unf,0,576,576,Y,902,808,0,1710,0,0,2,0,3,1,TA,9,0,No_fireplace,Detchd,1990.0,Unf,2,480,TA,Y,12,11,64,0,0,0,No_pool,GdPrv,0,4,2010,140000,Other,Irregular,Bnk,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
64,65,60,,9375,No_alley_access,Gtl,CollgCr,7,5,1997,1998,573.0,TA,No,GLQ,739,Unf,0,318,1057,Y,1057,977,0,2034,1,0,2,1,3,1,Gd,8,0,No_fireplace,Attchd,1998.0,RFn,2,645,TA,Y,576,36,0,0,0,0,No_pool,GdPrv,0,2,2009,219500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
65,66,60,76.0,9591,No_alley_access,Gtl,NridgHt,8,5,2004,2005,344.0,Gd,Av,Unf,0,Unf,0,1143,1143,Y,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,Y,192,151,0,0,0,0,No_pool,No_fence,0,10,2007,317000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
66,67,20,,19900,No_alley_access,Gtl,NAmes,7,5,1970,1989,287.0,TA,Gd,GLQ,912,Unf,0,1035,1947,Y,2207,0,0,2207,1,0,2,0,3,1,TA,7,1,Gd,Attchd,1970.0,RFn,2,576,TA,Y,301,0,0,0,0,0,No_pool,No_fence,0,7,2010,180000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
67,68,20,72.0,10665,No_alley_access,Gtl,CollgCr,7,5,2003,2003,167.0,Gd,Av,GLQ,1013,Unf,0,440,1453,Y,1479,0,0,1479,1,0,2,0,3,1,Gd,7,0,No_fireplace,Attchd,2003.0,RFn,2,558,TA,Y,144,29,0,0,0,0,No_pool,No_fence,0,6,2007,226000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
68,69,30,47.0,4608,No_alley_access,Gtl,OldTown,4,6,1945,1950,0.0,TA,No,Unf,0,Unf,0,747,747,Y,747,0,0,747,0,0,1,0,2,1,TA,4,0,No_fireplace,Attchd,1945.0,Unf,1,220,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2010,80000,Other,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
69,70,50,81.0,15593,No_alley_access,Gtl,ClearCr,7,4,1953,1953,0.0,Gd,No,BLQ,603,Unf,0,701,1304,Y,1304,983,0,2287,0,0,2,0,3,1,TA,7,1,TA,Attchd,1953.0,Fin,2,667,TA,Y,0,21,114,0,0,0,No_pool,No_fence,0,7,2006,225000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
70,71,20,95.0,13651,No_alley_access,Gtl,NAmes,7,6,1973,1973,1115.0,TA,Gd,ALQ,1880,Unf,0,343,2223,Y,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,Gd,Attchd,1973.0,Fin,2,516,TA,Y,300,0,0,0,0,0,No_pool,No_fence,0,2,2007,244000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,Gd/Fa/Po,Wood/CBlock,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
71,72,20,69.0,7599,No_alley_access,Gtl,Mitchel,4,6,1982,2006,0.0,TA,No,ALQ,565,Unf,0,280,845,Y,845,0,0,845,1,0,1,0,2,1,TA,4,0,No_fireplace,Detchd,1987.0,Unf,2,360,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2007,129500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
72,73,60,74.0,10141,No_alley_access,Gtl,Gilbert,7,5,1998,1998,40.0,TA,No,Unf,0,Unf,0,832,832,Y,885,833,0,1718,0,0,2,1,3,1,TA,7,1,TA,Attchd,1998.0,Fin,2,427,TA,Y,0,94,0,0,291,0,No_pool,No_fence,0,12,2009,185000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
73,74,20,85.0,10200,No_alley_access,Gtl,NAmes,5,7,1954,2003,104.0,TA,No,ALQ,320,BLQ,362,404,1086,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1989.0,Unf,2,490,TA,Y,0,0,0,0,0,0,No_pool,GdWo,0,5,2010,144900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
74,75,50,60.0,5790,No_alley_access,Gtl,OldTown,3,6,1915,1950,0.0,Gd,No,Unf,0,Unf,0,840,840,N,840,765,0,1605,0,0,2,0,3,2,TA,8,0,No_fireplace,Detchd,1915.0,Unf,1,379,TA,Y,0,0,202,0,0,0,No_pool,No_fence,0,5,2010,107400,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
75,76,180,21.0,1596,No_alley_access,Gtl,MeadowV,4,5,1973,1973,0.0,TA,Gd,GLQ,462,Unf,0,0,462,Y,526,462,0,988,1,0,1,0,2,1,TA,5,0,No_fireplace,BuiltIn,1973.0,Unf,1,297,TA,Y,120,101,0,0,0,0,No_pool,GdWo,0,11,2009,91000,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
76,77,20,,8475,No_alley_access,Gtl,NAmes,4,7,1956,1956,0.0,TA,No,ALQ,228,Unf,0,724,952,Y,952,0,0,952,0,0,1,0,2,1,TA,4,0,No_fireplace,Detchd,1956.0,Unf,1,283,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,4,2008,135750,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Normal/Alloca
77,78,50,50.0,8635,No_alley_access,Gtl,BrkSide,5,5,1948,2001,0.0,TA,No,BLQ,336,GLQ,41,295,672,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,0,No_fireplace,Detchd,1948.0,Unf,1,240,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,1,2008,127000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
78,79,90,72.0,10778,No_alley_access,Gtl,Sawyer,4,5,1968,1968,0.0,TA,No,Unf,0,Unf,0,1768,1768,N,1768,0,0,1768,0,0,2,0,4,2,TA,8,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,Y,0,0,0,0,0,0,No_pool,No_fence,0,4,2010,136500,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,,Other,Normal/Alloca
79,80,50,60.0,10440,Grvl,Gtl,OldTown,5,6,1910,1981,0.0,TA,No,Unf,0,Unf,0,440,440,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,0,No_fireplace,Detchd,1966.0,Unf,2,440,TA,Y,74,0,128,0,0,0,No_pool,MnPrv,0,5,2009,110000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
80,81,60,100.0,13000,No_alley_access,Gtl,NAmes,6,6,1968,1968,576.0,TA,No,Rec,448,Unf,0,448,896,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,1,Gd,Attchd,1968.0,Fin,1,509,TA,Y,0,72,0,0,252,0,No_pool,No_fence,0,6,2009,193500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,Gd/Fa/Po,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
81,82,120,32.0,4500,No_alley_access,Gtl,Mitchel,6,5,1998,1998,443.0,TA,No,GLQ,1201,Unf,0,36,1237,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,No_fireplace,Attchd,1998.0,Fin,2,405,TA,Y,0,199,0,0,0,0,No_pool,No_fence,0,3,2006,153500,Other,Reg,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
82,83,20,78.0,10206,No_alley_access,Gtl,Somerst,8,5,2007,2007,468.0,TA,No,GLQ,33,Unf,0,1530,1563,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,758,TA,Y,144,99,0,0,0,0,No_pool,No_fence,0,10,2008,245000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
83,84,20,80.0,8892,No_alley_access,Gtl,NAmes,5,5,1960,1960,66.0,TA,No,Unf,0,Unf,0,1065,1065,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,0,No_fireplace,Detchd,1974.0,Unf,2,461,TA,Y,74,0,0,0,0,0,No_pool,No_fence,0,7,2007,126500,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
